,longitude,latitude
1051,2.35586678615,48.8494672914
1052,2.35588382082,48.8496181329
1053,2.35625901869,48.8495112013
1054,2.35497018962,48.8500912059
1055,2.35675802713,48.8493480699
1056,2.35424287783,48.8495163489
1057,2.35416868957,48.8493747964
1058,2.35466772669,48.8493562592
1061,2.35152004558,48.8496258218
1062,2.35151392615,48.849478702
1063,2.35418143481,48.8494272403
1064,2.35607839705,48.8495305386
1065,2.3564798866,48.8494426796
1066,2.36083761001,48.8470272976
1067,2.35036118147,48.8483503208
1068,2.35464663011,48.8500058827
1069,2.35602245963,48.8494504176
1070,2.34892271109,48.8501938051
1071,2.35712139213,48.8493743057
1072,2.35111425231,48.848630912
1091,2.35266507952,48.8473351816
1092,2.35132028378,48.8463051858
1093,2.35186965091,48.8463809969
1094,2.35486165058,48.8440073591
1095,2.35501636757,48.8439568498
1096,2.35244522008,48.8437828441
1097,2.34856035621,48.8485080933
1098,2.35219485746,48.8447421616
1208,2.32542621625,48.831878158
1209,2.32706707457,48.8321901564
1232,2.33715339537,48.8768000924
1233,2.33698145116,48.8789299832
1234,2.33460832432,48.879290535
1235,2.33940879031,48.8819083447
1236,2.33786867484,48.8823013908
1237,2.33754175838,48.8823190089
1238,2.33771279889,48.8824561921
1239,2.33747118221,48.8822126519
1240,2.33684195947,48.8824622716
1241,2.33774764926,48.8809989568
1242,2.33871434113,48.876851548
1244,2.33629996862,48.8812736321
1245,2.33520454549,48.8801973057
1246,2.33718404075,48.8818476592
1247,2.33727314577,48.8818777942
1248,2.33666693512,48.8790792475
1249,2.33538310343,48.8768948198
1250,2.33550125252,48.8768862788
1251,2.33616732828,48.8812898446
1252,2.33759496605,48.880895743
1253,2.33765869494,48.8808262375
1254,2.33482310969,48.8792293391
1255,2.3375710601,48.8822428443
1256,2.33751898748,48.8821544999
1257,2.33506959688,48.8803516181
1276,2.32980990133,48.8703891541
1277,2.32665739237,48.8704364686
1278,2.32679297436,48.870374917
1279,2.32954320315,48.8722654864
1280,2.33277865849,48.8708188276
1281,2.32739469727,48.8737928419
1282,2.32837441994,48.8734636646
1283,2.32827345528,48.8734669123
1284,2.33315005503,48.8727382399
1285,2.33180175921,48.8732081796
1286,2.33157265089,48.8728314182
1287,2.32973806727,48.8723399322
1288,2.33057800343,48.8720245372
1289,2.3312886115,48.8746969448
1290,2.3264401357,48.8698307164
1291,2.32622310859,48.8705542323
1292,2.32857020405,48.8728122954
1293,2.33166538603,48.8763113595
1294,2.33116838261,48.8760355002
1295,2.3278487056,48.8700402312
1296,2.3279261451,48.8700542931
1297,2.32615804953,48.8705900752
1298,2.32663965895,48.8704310842
1299,2.32681481993,48.8749679119
1300,2.34263321809,48.8756065666
1301,2.34073914964,48.8749785258
1302,2.34274072956,48.8757244201
1303,2.33937893221,48.8766348309
1304,2.34164412277,48.8751764603
1305,2.3385588193,48.8732074279
1306,2.34235129762,48.8741875997
1307,2.33982512681,48.8746941642
1308,2.34269518226,48.8754903149
1309,2.33961411065,48.8765985587
1310,2.33719972543,48.871643425
1311,2.339206856,48.8740703016
1312,2.33955678771,48.8749891624
1313,2.34118905393,48.8750971653
1314,2.34215001477,48.8741173703
1315,2.33813944136,48.8741123288
1316,2.34036407924,48.8750466158
1317,2.33895125378,48.8740915731
1318,2.34077057394,48.8740162803
1319,2.3396047087,48.8741451042
1320,2.34061871623,48.8739986772
1321,2.34443170875,48.8765136665
1322,2.34293479262,48.8731618478
1348,2.34152376788,48.8765868748
1349,2.33942226419,48.8767271585
1350,2.34224512159,48.8773985107
1351,2.3445565732,48.8815597339
1352,2.34237786613,48.8811306933
1353,2.34181103343,48.8822551496
1354,2.34207960441,48.8825349202
1355,2.34379551726,48.8827484477
1356,2.33995937246,48.8818722038
1357,2.34359459458,48.8801375865
1358,2.34382257621,48.8802280229
1359,2.34563895703,48.8797062351
1360,2.34543311244,48.87983865
1361,2.34435124181,48.8829661053
1362,2.34398152648,48.8827176137
1363,2.34395550475,48.882779827
1364,2.34209939311,48.8822892241
1365,2.34426106322,48.8765556732
1390,2.34905744495,48.8774880614
1391,2.34642825678,48.8818499016
1392,2.3489644596,48.8774207965
1393,2.34654516047,48.8832860033
1394,2.34661608825,48.8833375617
1395,2.34946797042,48.8837847521
1396,2.3494870053,48.8834505979
1397,2.34449502057,48.8765933793
1398,2.34962162394,48.8834316361
1399,2.34958145145,48.8834769279
1515,2.36481498691,48.8444485574
1516,2.35658099868,48.8395887147
1517,2.35511005808,48.8438247682
1518,2.35614524447,48.8411794556
1519,2.35590112761,48.8415675319
1520,2.35932002204,48.8392527616
1521,2.36128503914,48.8399105005
1522,2.36124765648,48.8398266063
1523,2.36244915578,48.840885326
1524,2.36402644632,48.8430220141
1525,2.36178390897,48.8400305738
1526,2.36474993742,48.8439479126
1527,2.35647647914,48.8397619088
1528,2.35663508182,48.8383958788
1529,2.36458064312,48.8443045994
1530,2.36473198266,48.8443463341
1531,2.35704408928,48.8386016248
1532,2.36308530743,48.8419302361
1534,2.35639893703,48.8396994046
1535,2.36435084938,48.8436824927
1536,2.35713377892,48.8385550992
1537,2.35602660014,48.8382038513
1547,2.36412197944,48.8449088445
1565,2.34842544444,48.8485590231
1566,2.34328154291,48.8469080429
1579,2.33967094039,48.8564971842
1588,2.35323254683,48.8373134371
1589,2.35574241307,48.8380321869
1590,2.35318231622,48.8372172038
1591,2.35324961977,48.8372389746
1592,2.35064938532,48.838319052
1593,2.35168835624,48.8407723996
1594,2.35151792477,48.8399257654
1595,2.35050074727,48.8383838618
1596,2.35238101994,48.8437321733
1597,2.35208537725,48.8369774751
1598,2.35196408465,48.8426444775
1700,2.32676527273,48.8703878228
1701,2.32669598827,48.8702922595
1721,2.33905639564,48.8380454641
1722,2.33715966563,48.8347378042
1723,2.33310517458,48.8344221128
1724,2.34140015736,48.8348021605
1725,2.3414754743,48.8348049636
1726,2.33697615118,48.8395389442
1727,2.33734030537,48.8393133441
1728,2.33845984374,48.8391574038
1729,2.33675394649,48.8344665508
1730,2.34097370321,48.8320969811
1731,2.33693781559,48.8394740208
1732,2.33742200633,48.8394280773
1733,2.33736208981,48.8393518098
1734,2.3394520573,48.838814707
1745,2.33480771432,48.827620133
1746,2.33878381849,48.8269387698
1747,2.34068597614,48.8316806861
1748,2.34115443443,48.8314455117
1749,2.33405696126,48.8299045253
1750,2.3346642155,48.8275677151
1751,2.335089532,48.8275851969
1752,2.33495866499,48.8275957612
1753,2.33846327313,48.8269844249
1754,2.33948762836,48.8319561761
1755,2.33423080555,48.8298784282
1756,2.3341356694,48.8302352656
1773,2.33593582289,48.8243249237
1774,2.33096427628,48.8235169976
1775,2.3413527408,48.8264637198
1776,2.33042508099,48.8223418888
1777,2.33066781018,48.8222183341
1778,2.33414142624,48.8212918443
1779,2.3310159673,48.8236848624
1780,2.33052098032,48.8222739314
1781,2.33040839054,48.8223001564
1782,2.33854921057,48.826810379
1783,2.33632104476,48.8243041223
1784,2.33595839611,48.8241069444
1802,2.34898186879,48.8774704562
1803,2.34740983768,48.8767205858
1804,2.34924600458,48.8791371228
1816,2.34717843592,48.8835155074
1817,2.34655051598,48.883162111
1818,2.34501109285,48.8818998176
1819,2.3513112398,48.8815678685
1820,2.35223881116,48.8805252145
1842,2.3479489527,48.8757545625
1843,2.34325533973,48.8730740851
1844,2.34632398418,48.8764390628
1845,2.34597351409,48.8763483673
1846,2.34794056843,48.8758176738
1847,2.34780791552,48.8739616908
1848,2.34539120783,48.8739943347
1858,2.3568773365,48.8793369893
1859,2.3556274687,48.8788416081
1860,2.35087300925,48.8795720709
2023,2.34902173521,48.8390149077
2024,2.34710243871,48.8397278678
2025,2.34083356376,48.8468999772
2026,2.34135128445,48.8458401047
2027,2.34462176508,48.8454095388
2028,2.34579528102,48.8404551787
2029,2.34086585071,48.8471929139
2030,2.34939096467,48.84144183
2031,2.34744791824,48.8398013976
2032,2.34708836243,48.8399403952
2033,2.34153635191,48.8434505344
2034,2.34168564056,48.8433544594
2035,2.34119095206,48.8421900284
2036,2.3389349234,48.843693973
2043,2.3013236812,48.8649509332
2044,2.30104678598,48.8648290487
2045,2.30150137255,48.8646020354
2046,2.30163186447,48.8645352741
2047,2.30612857207,48.8701006684
2048,2.30622288798,48.8700611982
2049,2.30292757843,48.8692674614
2050,2.30373995548,48.8687579677
2051,2.30128713562,48.8648983361
2070,2.30095059089,48.8715433192
2071,2.30096974552,48.8717279818
2072,2.30199182814,48.871415319
2073,2.30236374244,48.8712970171
2074,2.30251991263,48.8712380002
2075,2.29770891166,48.8707801196
2076,2.29825616831,48.8699102612
2077,2.29742333184,48.8710728595
2078,2.30244875142,48.871163145
2079,2.3049869377,48.870453905
2080,2.29866706631,48.8718566438
2081,2.29765765678,48.871138277
2082,2.2977840301,48.8710305159
2083,2.29766388281,48.8708517441
2204,2.3423670136,48.821347093
2205,2.33819648835,48.8244071473
2206,2.34183573987,48.819837293
2207,2.34180227319,48.8197567109
2208,2.33460109127,48.821260633
2209,2.33835989461,48.8203295967
2210,2.34419080478,48.8196445316
2211,2.34277543088,48.819877395
2212,2.34452007312,48.8193581239
2213,2.34165702619,48.8199370423
2214,2.33946316893,48.8202604487
2215,2.33856668929,48.8204149933
2216,2.33761270855,48.8206255829
2217,2.33454404676,48.8212026145
2218,2.34272884744,48.8211384132
2219,2.34148806441,48.8251495142
2284,2.34419364827,48.830998662
2285,2.34598450766,48.8350047855
2286,2.34654779249,48.835186007
2287,2.34652038122,48.8350990679
2288,2.3481614251,48.8355386032
2289,2.3416054725,48.8346770461
2290,2.34832612125,48.8360356955
2291,2.34818500927,48.8356180516
2292,2.34523200082,48.8376108943
2293,2.34519876218,48.8376179561
2294,2.34421166235,48.8312402865
2295,2.3411514839,48.8318605708
2296,2.34210494278,48.8381664704
2297,2.34465538181,48.8341294696
2298,2.34490928461,48.834240162
2299,2.34474638808,48.8340312758
2305,2.32463568997,48.8748294166
2306,2.32653067403,48.8752976541
2307,2.32660019313,48.8741370417
2308,2.32382774827,48.8743339694
2309,2.32501850281,48.8707412035
2310,2.32187705681,48.871605547
2311,2.32236588237,48.8716937852
2312,2.32215789903,48.8715907103
2313,2.32196141806,48.8721220288
2314,2.32084225258,48.8672884461
2315,2.32249580899,48.8734963492
2316,2.3223686286,48.8734979244
2317,2.32230731639,48.8734697959
2318,2.32053046749,48.8747227764
2319,2.3195909301,48.8744919181
2320,2.32613155796,48.8754345123
2321,2.32379564529,48.8691265126
2322,2.32382736809,48.8691680176
2323,2.32299032311,48.868400963
2324,2.32365521094,48.8701810818
2325,2.32405256794,48.8741863529
2326,2.32052859766,48.8749331792
2327,2.32373493377,48.8742890889
2328,2.32380344652,48.8741108161
2329,2.32264737332,48.8744426946
2330,2.32599215111,48.8706371807
2331,2.32572806088,48.8706310663
2332,2.32243123397,48.8733482345
2333,2.32364005925,48.8698085511
2334,2.32306385642,48.8751309064
2335,2.32599169402,48.8705485572
2336,2.3245745445,48.86803193
2337,2.32350066865,48.8683506161
2377,2.31292726215,48.875181741
2378,2.31398562526,48.8794914555
2379,2.3175504962,48.8742679808
2380,2.31945838157,48.8750117397
2381,2.31948979707,48.8746550753
2382,2.3144450608,48.8750632237
2383,2.31396514957,48.8751130278
2384,2.31583186716,48.8754469869
2385,2.31636255246,48.8750672319
2386,2.31466184181,48.8737736473
2387,2.30512394724,48.8782929439
2388,2.30809711374,48.8765489807
2389,2.30806405987,48.8764198639
2390,2.31595838176,48.8752942689
2391,2.31610161922,48.8752787203
2392,2.3164864237,48.8754583306
2393,2.31563079244,48.8753154752
2394,2.31088553309,48.8774313316
2395,2.30897526935,48.8803100314
2396,2.31562277213,48.8754212053
2397,2.31437319537,48.8737715254
2398,2.31553486612,48.8776676165
2399,2.31429445067,48.8792412269
2414,2.36356870442,48.833499991
2415,2.36479775007,48.8337821084
2416,2.35892814285,48.8320969979
2417,2.35675309437,48.8314129285
2418,2.36197546362,48.8329620349
2419,2.3580935832,48.8345242522
2420,2.35782639187,48.834438987
2421,2.36188155344,48.8329290611
2422,2.35653493736,48.8311318708
2423,2.36482699332,48.8338002075
2424,2.36162773435,48.8329979135
2425,2.35933377645,48.8363902905
2426,2.36321418668,48.8335838077
2450,2.36889735057,48.8352436739
2451,2.36897942814,48.8352703684
2452,2.37304421705,48.8382367085
2453,2.36411576813,48.8429978298
2454,2.36399105846,48.8428099203
2455,2.3626348967,48.8409984054
2456,2.36633402471,48.8431628505
2457,2.37131363688,48.8362909084
2458,2.37114449545,48.8360855829
2459,2.36626578805,48.8431303594
2460,2.37097020902,48.8395591625
2461,2.37105666803,48.8396053775
2462,2.37111582956,48.8395784085
2463,2.36709319973,48.8345787622
2464,2.36685073161,48.8347694026
2465,2.36625700312,48.8429947015
2466,2.36793953971,48.8417690749
2467,2.37363136727,48.8373554559
2468,2.3730033431,48.8383055647
2469,2.3642674182,48.843015828
2470,2.36881991099,48.8351191049
2471,2.36220876682,48.8400759658
2472,2.37131062114,48.8364813697
2473,2.36227980543,48.8403502439
2474,2.37353690652,48.8376546341
2475,2.37291514839,48.8372825856
2476,2.37299139863,48.8372111954
2477,2.37273796056,48.8372694751
2510,2.30140938921,48.8718939377
2511,2.30287379432,48.8714285371
2512,2.30936441734,48.8693612045
2513,2.31013824266,48.872756056
2514,2.30525432493,48.8746756203
2515,2.30535706385,48.8746540215
2516,2.30563785093,48.8707471456
2517,2.30900176642,48.8709128554
2518,2.31019005739,48.8704381826
2519,2.3101805481,48.8727075216
2520,2.31002479371,48.8714762176
2521,2.30244719684,48.8715732759
2522,2.30710512749,48.870282938
2523,2.30673184713,48.8702149078
2524,2.31196147917,48.8700175256
2525,2.31076919639,48.8727167639
2526,2.30988259496,48.8706280131
2527,2.3101285456,48.8725476498
2558,2.33213522128,48.8828675065
2559,2.33218992028,48.8827911247
2560,2.33170779712,48.8822281935
2561,2.33127291721,48.8801832798
2562,2.33145543979,48.8802188642
2563,2.3290506119,48.8797157185
2564,2.33210908432,48.8836382808
2565,2.33204146668,48.8837612173
2566,2.32931884158,48.8842629902
2567,2.32926253011,48.8844100625
2568,2.33092773406,48.8761762107
2569,2.32965440999,48.8828714786
2570,2.3336242784,48.8795004883
2571,2.33175688552,48.8822173635
2572,2.33141918737,48.8799720252
2573,2.32916723329,48.8799342447
2574,2.32970900351,48.8844270748
2575,2.33257465433,48.8835196004
2576,2.3298973025,48.8834820685
2577,2.32986883779,48.8827943118
2605,2.4007725784,48.8857766286
2606,2.40342890496,48.883440311
2607,2.40850134042,48.8805754575
2608,2.40964449356,48.880364803
2609,2.40824746912,48.8805612091
2610,2.40042908131,48.8858062114
2611,2.41168087627,48.8802427707
2620,2.41314592409,48.8741264581
2621,2.41208315112,48.8796719637
2622,2.41194034189,48.8795162852
2623,2.41191845076,48.8787040402
2624,2.41225943508,48.8766856594
2629,2.31402181731,48.822233421
2630,2.30186293826,48.824711796
2631,2.30191037465,48.8248085763
2643,2.41960298579,48.8348364453
2644,2.42075131956,48.8449029573
2645,2.41721125304,48.846504606
2646,2.41719071453,48.8463993334
2647,2.41745945921,48.8467110663
2648,2.41784106253,48.8465659248
2649,2.41301243055,48.8338145287
2650,2.41956108046,48.8349819279
2651,2.42076894355,48.844849927
2652,2.41753821581,48.8435567626
2653,2.41781290199,48.8492917249
2654,2.41744824548,48.8463140943
2655,2.41745735608,48.8435921031
2656,2.41775231162,48.8435063026
2657,2.41407153986,48.8396304938
2658,2.41835336129,48.8465485115
2659,2.41853077705,48.8464897349
2660,2.41801558944,48.8462807139
2661,2.4181572082,48.8462871692
2667,2.42245940403,48.8241047445
2672,2.32088267887,48.8207289054
2673,2.32381049747,48.8200922199
2675,2.41547185377,48.8543151488
2676,2.41581552823,48.8521959025
2677,2.41779871508,48.8494332895
2678,2.41764313939,48.8494296941
2695,2.24676773989,48.8762418295
2696,2.24668724214,48.8762000124
2697,2.25223756894,48.8749030388
2698,2.25249425969,48.8748132734
2699,2.25484335954,48.8741773354
2700,2.34490486668,48.8348255343
2701,2.34493976698,48.8350911586
2702,2.34580342277,48.8305517804
2703,2.34580205425,48.8374633403
2729,2.35195655713,48.8365982918
2750,2.35277404646,48.8203303411
2751,2.34817974518,48.8200075688
2752,2.35266720474,48.8211432521
2753,2.34419264532,48.8167425021
2754,2.34776301049,48.8201031648
2755,2.35447862167,48.8208445696
2756,2.34533702117,48.8194181991
2757,2.34473061046,48.8192994203
2758,2.35261140097,48.8211123066
2759,2.34784781184,48.8201073873
2760,2.351079412,48.8209114478
2761,2.3506235304,48.8207830597
2762,2.34988789332,48.8206616342
2763,2.34528755475,48.8192932531
2764,2.35248692208,48.821132498
2767,2.3528758425,48.8308066973
2768,2.35332886728,48.8344732083
2769,2.35482443548,48.832172686
2770,2.34603032574,48.8307336047
2772,2.35255644365,48.830719902
2773,2.35335483407,48.83444052
2774,2.35439811442,48.8309946459
2775,2.35497900508,48.8322679257
2776,2.34851914655,48.8355895876
2786,2.35224968929,48.8357870922
2787,2.35245282354,48.8359114796
2799,2.33145604924,48.8333656937
2800,2.3078868683,48.8765995149
2801,2.30801587447,48.8765902496
2802,2.31092140092,48.8775914142
2836,2.32268178292,48.8782619597
2837,2.32245372038,48.878142948
2838,2.32370034732,48.8755379098
2839,2.32324097387,48.8787332847
2840,2.31783708685,48.8765080905
2841,2.32668860116,48.8757509294
2842,2.31409944991,48.879568636
2843,2.32150189496,48.8769148731
2844,2.32683480257,48.8770677471
2845,2.319298538,48.8755267013
2846,2.32606711484,48.8756105117
2847,2.32277352595,48.8781264009
2848,2.32254041488,48.8778633776
2849,2.3215053097,48.8768547972
2850,2.32420502961,48.8753663281
2851,2.32226844988,48.8788645221
2852,2.31673178435,48.8811416645
2853,2.31634768239,48.8811942652
2854,2.31666949594,48.8810534796
2855,2.32151060381,48.8795579214
2856,2.31294048223,48.8807444594
2857,2.31288781339,48.8808233143
2869,2.32200222238,48.8795036859
2870,2.32602648475,48.8823993682
2871,2.32461059796,48.8808752324
2872,2.32694236442,48.8797443072
2873,2.3265482347,48.8831642134
2874,2.32693878916,48.8834487795
2875,2.32483332934,48.8805728405
2876,2.32463348163,48.8809123029
2877,2.32693723337,48.8807561589
2878,2.32307215858,48.879154442
2879,2.32069271326,48.8819446733
2880,2.32693387261,48.8795368028
2881,2.32670259611,48.8796495957
2882,2.32458373567,48.8806179515
2883,2.32375096532,48.8790201546
2901,2.4018583548,48.8371831447
2902,2.39747853908,48.8395123486
2903,2.39848718635,48.8385243654
2904,2.39836708343,48.8384679738
2905,2.39413625302,48.8393277613
2906,2.39803087709,48.8354029842
2907,2.39972826658,48.8359194543
2908,2.3909951479,48.8374488165
2909,2.39640386769,48.8394894074
2910,2.40025109199,48.8395169433
2911,2.40215011597,48.8373867438
2928,2.40054772427,48.8349341832
2929,2.39790592531,48.831879676
2930,2.40283047489,48.8360903287
2931,2.39960102681,48.8357408386
2932,2.40092708998,48.8346798415
2933,2.40196660333,48.8334418763
2934,2.39744571018,48.832100623
2935,2.39906773496,48.8333067224
2936,2.39968000087,48.8357987213
2937,2.40196249489,48.8335189281
2952,2.40123394491,48.8297602968
2953,2.40353322593,48.8293721175
2954,2.42270785648,48.8242299438
2955,2.39927468519,48.8309009456
2956,2.41995047566,48.8242389277
2957,2.4013264992,48.8296976736
2958,2.40132058998,48.829466915
2959,2.39971858303,48.8304999247
2960,2.40363612076,48.8318644802
2976,2.30578259158,48.8277151705
2977,2.30711161844,48.8273421334
2978,2.30869471317,48.8270752315
2979,2.30850416641,48.826961426
2980,2.31180414768,48.8306049645
2981,2.30565570806,48.8276696723
2982,2.31278445463,48.8262440973
2983,2.31230119613,48.8261905585
2984,2.31101477597,48.8264045214
2985,2.30571717717,48.8275813448
3003,2.33719553743,48.876770075
3004,2.33681244113,48.8788959006
3005,2.33633165657,48.8812089974
3006,2.33465613621,48.8793655535
3007,2.33467444119,48.8792185499
3008,2.33480824971,48.87919706
3009,2.33940489612,48.8820258797
